country,market_segment_id,distribution_channel_id,deposit_type,agent,days_in_waiting_list,customer_type,Booking_id
PRT,6,3,No Deposit,134,0,Transient-Party,59e7c4f4
PRT,6,3,No Deposit,134,0,Transient-Party,3d0a0bc9
ESP,6,3,No Deposit,38,0,Transient-Party,e460f2be
ESP,6,3,No Deposit,38,0,Transient-Party,4e53cc46
ESP,6,3,No Deposit,38,0,Transient-Party,e5d3e423
PRT,6,3,No Deposit,38,0,Transient-Party,e74a138b
PRT,6,3,No Deposit,38,0,Transient-Party,b9fd0fc0
ESP,3,3,No Deposit,240,0,Transient,5e1c5a99
PRT,6,3,Non Refund,38,0,Transient,6efc1fcf
PRT,6,3,Non Refund,38,0,Transient,46491150
PRT,6,3,Non Refund,38,0,Transient,66332782
PRT,4,3,No Deposit,115,0,Transient,99f4535b
PRT,6,3,No Deposit,134,0,Transient-Party,f6862bd1
PRT,6,3,No Deposit,134,0,Transient-Party,21e79b28
ESP,6,3,No Deposit,38,0,Transient-Party,1e7a4795
ESP,6,3,No Deposit,38,0,Transient-Party,b0b9082a
PRT,6,3,Non Refund,38,0,Transient,87616417
PRT,6,3,Non Refund,38,0,Transient,d19b810b
PRT,6,3,Non Refund,38,0,Transient,851e5bfd
ESP,4,3,No Deposit,314,0,Contract,e4950fad
ESP,3,3,No Deposit,240,0,Transient,77a6199f
ESP,3,3,No Deposit,240,0,Transient,6f0d13e7
PRT,6,3,Non Refund,38,0,Transient,eee229a2
PRT,6,3,Non Refund,38,0,Transient,540e6e2d
PRT,6,3,Non Refund,38,0,Transient,9c90c299
PRT,6,3,Non Refund,38,0,Transient,7643aef1
PRT,6,3,No Deposit,38,0,Transient-Party,2304356c
PRT,6,3,No Deposit,38,0,Transient-Party,f73802f2
PRT,6,3,No Deposit,38,0,Transient-Party,8158a757
PRT,6,3,No Deposit,134,0,Transient-Party,e735313f
PRT,6,3,No Deposit,134,0,Transient-Party,833e4ddc
PRT,6,3,No Deposit,134,0,Transient-Party,79c47a9a
PRT,6,3,No Deposit,134,0,Transient-Party,2ed27827
PRT,6,3,No Deposit,134,0,Transient-Party,c2881794
PRT,4,3,No Deposit,261,0,Transient,31f8efce
PRT,6,3,Non Refund,38,0,Transient,3560f153
PRT,6,3,Non Refund,38,0,Transient,beb67667
PRT,6,3,Non Refund,38,0,Transient,2cfc39e6
PRT,6,3,No Deposit,38,0,Transient-Party,1d9a0cee
ESP,6,3,No Deposit,38,0,Transient-Party,d6436110
PRT,6,3,No Deposit,38,0,Transient-Party,e849a1e9
PRT,6,3,No Deposit,38,0,Transient-Party,42dea352
PRT,6,3,No Deposit,38,0,Transient-Party,ce3f274e
PRT,6,3,No Deposit,134,0,Transient-Party,81c5d99e
PRT,6,3,No Deposit,134,0,Transient-Party,4808626a
PRT,6,3,No Deposit,134,0,Transient-Party,70b3863a
PRT,6,3,No Deposit,134,0,Transient-Party,93527425
PRT,6,3,Non Refund,38,0,Transient,fd76792f
PRT,6,3,Non Refund,38,0,Transient,37ea3a1d
ESP,1,1,No Deposit,250,0,Transient,24859a48
ESP,6,3,No Deposit,38,0,Transient-Party,739ad599
ESP,6,3,No Deposit,38,0,Transient-Party,b17148e3
PRT,6,3,No Deposit,38,0,Transient-Party,d9378a32
PRT,6,3,No Deposit,38,0,Transient-Party,fd90c29e
PRT,6,3,No Deposit,134,0,Transient-Party,a1b416c6
PRT,6,3,No Deposit,134,0,Transient-Party,2ff82736
PRT,6,3,Non Refund,38,0,Transient,3a8e6c2b
PRT,6,3,Non Refund,38,0,Transient,74736ed0
PRT,6,3,Non Refund,38,0,Transient,42e759fe
PRT,6,3,No Deposit,134,0,Transient-Party,cbda26e8
PRT,6,3,No Deposit,134,0,Transient-Party,18b18ed3
PRT,6,3,No Deposit,134,0,Transient-Party,61fc2f73
ESP,6,3,No Deposit,38,0,Transient-Party,c11f3874
ESP,6,3,No Deposit,38,0,Transient-Party,dc04c8b6
PRT,6,3,No Deposit,38,0,Transient-Party,9a0ad7a2
PRT,3,3,No Deposit,240,0,Transient,19e1cb11
ESP,4,3,No Deposit,175,0,Transient,628d88c7
PRT,3,3,No Deposit,240,0,Transient,2040fc64
PRT,3,3,No Deposit,240,0,Transient,9000449c
PRT,3,3,No Deposit,240,0,Transient,555b5ce1
PRT,3,3,No Deposit,240,0,Transient,13a757cc
PRT,3,3,No Deposit,240,0,Transient,bf45ab0c
PRT,3,3,No Deposit,240,0,Transient,d9207f14
PRT,3,3,No Deposit,240,0,Transient,3393cf96
PRT,3,3,No Deposit,240,0,Transient,4664aebc
PRT,3,3,No Deposit,240,0,Transient,1b80ba13
PRT,3,3,No Deposit,240,0,Transient,82a3c21b
PRT,3,3,No Deposit,240,0,Transient,051d87a6
PRT,3,3,No Deposit,240,0,Transient,63218eee
PRT,3,3,No Deposit,240,0,Transient,e872d8d5
GBR,3,3,No Deposit,240,0,Transient,7680f5e0
POL,4,3,No Deposit,8,0,Transient,e518ed54
PRT,4,3,No Deposit,36,0,Transient,b38ebd4c
PRT,3,3,No Deposit,240,0,Transient,b07cd7df
PRT,3,3,No Deposit,240,0,Transient,4b016859
GBR,3,3,No Deposit,241,0,Transient,f31ee1f2
PRT,3,3,No Deposit,241,0,Transient,645b9062
ZAF,3,3,No Deposit,240,0,Transient,65a7de3e
GBR,4,3,No Deposit,115,0,Transient-Party,bed9eb3b
GBR,4,3,No Deposit,115,0,Transient-Party,b616f4ce
GBR,4,3,No Deposit,115,0,Transient-Party,05b54532
GBR,4,3,No Deposit,115,0,Transient,4a9e83c9
GBR,4,3,No Deposit,115,0,Transient-Party,afc77f66
GBR,4,3,No Deposit,115,0,Transient-Party,0af6670e
GBR,3,3,No Deposit,241,0,Transient,e71dc0b9
IRL,3,3,No Deposit,240,0,Transient,f7adecee
GBR,4,3,No Deposit,115,0,Transient,9044293a
GBR,3,3,No Deposit,241,0,Transient,bdabafb8
PRT,3,3,No Deposit,240,0,Transient,10e9601f
GBR,4,3,No Deposit,156,0,Transient,6997231b
PRT,3,3,No Deposit,240,0,Transient,6fea1c44
GBR,3,3,No Deposit,241,0,Transient,01d38e4d
PRT,3,3,No Deposit,240,0,Transient,88f8b4c6
ESP,4,3,No Deposit,196,0,Transient,c52cab53
PRT,4,3,No Deposit,6,0,Transient,207ca730
GBR,3,3,No Deposit,240,0,Transient,62c68cf0
PRT,3,3,No Deposit,240,0,Transient,14c4f724
GBR,4,3,No Deposit,115,0,Transient,e2f29532
DEU,4,3,No Deposit,177,0,Transient,25ad1884
PRT,4,3,No Deposit,314,0,Transient,607fa08a
PRT,3,3,No Deposit,240,0,Transient,29730e8c
PRT,3,3,No Deposit,240,0,Transient,e67fe2ad
ITA,4,3,No Deposit,8,0,Transient,030e49d1
FIN,3,3,No Deposit,240,0,Transient,f8ea5340
PRT,6,1,Non Refund,0,0,Transient,42027878
PRT,6,1,Non Refund,0,0,Transient,c41e6b5b
PRT,6,1,Non Refund,0,0,Transient,8.45E+08
PRT,6,1,Non Refund,0,0,Transient,9e61f400
PRT,6,1,Non Refund,0,0,Transient,63d5a96c
PRT,6,1,Non Refund,0,0,Transient,0dcd412f
PRT,6,1,Non Refund,0,0,Transient,1ff34bbf
PRT,6,1,Non Refund,0,0,Transient,19a096a4
PRT,6,1,Non Refund,0,0,Transient,657b1210
PRT,6,1,Non Refund,0,0,Transient,5abb1736
PRT,6,1,Non Refund,0,0,Transient,c2de1ef8
PRT,6,1,Non Refund,0,0,Transient,bc603035
PRT,6,1,Non Refund,0,0,Transient,0e9509f8
PRT,6,1,Non Refund,0,0,Transient,63ba5d8d
PRT,6,1,Non Refund,0,0,Transient,f8c02802
PRT,6,1,Non Refund,0,0,Transient,acb724c8
PRT,6,1,Non Refund,0,0,Transient,22b45f3e
PRT,6,1,Non Refund,0,0,Transient,6c1f0590
PRT,6,1,Non Refund,0,0,Transient,fbd259cd
PRT,6,1,Non Refund,0,0,Transient,a131f2d8
PRT,6,1,Non Refund,0,0,Transient,d8671f63
PRT,6,1,Non Refund,0,0,Transient,623a24e9
PRT,6,1,Non Refund,0,0,Transient,2b7f10d4
PRT,6,1,Non Refund,0,0,Transient,4091bf2d
PRT,6,1,Non Refund,0,0,Transient,7f80384a
KOR,3,3,No Deposit,240,0,Transient,6d7ac250
GBR,4,3,No Deposit,177,0,Transient,5a532acf
PRT,3,3,No Deposit,240,0,Transient,d02ebfce
PRT,3,3,No Deposit,240,0,Transient,59fc64b3
PRT,3,3,No Deposit,240,0,Transient,e42e89d3
PRT,3,3,No Deposit,240,0,Transient,09b19ae1
PRT,3,3,No Deposit,240,0,Transient,e6e53d2d
PRT,3,3,No Deposit,240,0,Transient,e18c518c
PRT,3,3,No Deposit,240,0,Transient,f236442b
PRT,3,3,No Deposit,240,0,Transient,13972132
PRT,3,3,No Deposit,240,0,Transient,0ba40956
PRT,3,3,No Deposit,240,0,Transient,538da7bd
PRT,3,3,No Deposit,240,0,Transient,a281c870
GBR,3,3,No Deposit,147,0,Transient,87a59266
GBR,4,3,No Deposit,6,0,Transient,8b6f37d8
PRT,4,3,No Deposit,314,0,Contract,973fdada
CN,3,3,No Deposit,241,0,Transient,050b1149
PRT,3,3,No Deposit,241,0,Transient,e4162488
PRT,3,3,No Deposit,241,0,Transient,f56a5466
PRT,3,3,No Deposit,240,0,Transient,0c75d61c
PRT,3,3,No Deposit,241,0,Transient,3bd5c953
PRT,3,3,No Deposit,240,0,Transient,74b7d045
PRT,3,3,No Deposit,241,0,Transient,a08c543a
PRT,3,3,No Deposit,241,0,Transient,c845d84e
PRT,3,3,No Deposit,241,0,Transient,ac54839d
PRT,3,3,No Deposit,240,0,Transient,a7b631f7
PRT,4,3,No Deposit,6,0,Transient,834a5323
ESP,4,3,No Deposit,196,0,Transient,7b699e66
PRT,3,3,No Deposit,240,0,Transient,9d9e82fb
GBR,1,1,No Deposit,250,0,Transient,b135983c
IRL,4,3,No Deposit,314,0,Transient-Party,12e7d335
FRA,3,3,No Deposit,240,0,Transient,d2392daf
IRL,4,3,No Deposit,314,0,Transient,a34b1aeb
PRT,4,3,No Deposit,314,0,Transient-Party,0ac97c34
IRL,4,3,No Deposit,314,0,Transient-Party,a1bf6b27
PRT,4,3,No Deposit,314,0,Transient-Party,91cb7547
PRT,4,3,No Deposit,314,0,Transient-Party,1adf6c95
IRL,4,3,No Deposit,156,0,Transient,82b1b919
IRL,4,3,No Deposit,314,0,Transient-Party,3ff57a25
IRL,4,3,No Deposit,314,0,Transient,4d8354db
PRT,4,3,No Deposit,314,0,Transient-Party,0d885f69
PRT,4,3,No Deposit,314,0,Transient-Party,531d6874
IRL,6,3,No Deposit,335,0,Transient-Party,86fa00d0
IRL,4,3,No Deposit,314,0,Transient-Party,8f683f5b
PRT,4,3,No Deposit,314,0,Transient-Party,cde309d0
PRT,4,3,No Deposit,314,0,Transient-Party,2116ac8d
PRT,4,3,No Deposit,8,0,Transient,6d46906b
IRL,4,3,No Deposit,314,0,Transient-Party,bac6de21
PRT,4,3,No Deposit,314,0,Transient-Party,8549a4b7
PRT,4,3,No Deposit,314,0,Transient-Party,263ad793
PRT,4,3,No Deposit,314,0,Transient-Party,693b5321
AUS,4,3,No Deposit,314,0,Transient-Party,d23a5568
IRL,4,3,No Deposit,314,0,Transient-Party,a1716863
PRT,3,3,No Deposit,240,0,Transient,1715f1f7
ITA,3,3,No Deposit,242,0,Transient,f9f5952e
PRT,3,3,No Deposit,242,0,Transient,ec86834f
PRT,3,3,No Deposit,242,0,Transient,0ffdefa1
BRA,3,3,No Deposit,240,0,Transient,9e9b2099
GBR,3,3,No Deposit,241,0,Transient,7e387667
IRL,4,3,No Deposit,156,0,Transient,a75ed6ad
PRT,3,3,No Deposit,240,0,Transient,479ae6f9
FRA,4,3,No Deposit,6,0,Transient,353158cb
IRL,3,3,No Deposit,240,0,Transient,873df017
FRA,4,3,No Deposit,6,0,Transient,2e8012b6
IRL,3,3,No Deposit,240,0,Transient,dffe5b13
PRT,1,1,No Deposit,0,0,Transient,8fcf195c
PRT,1,1,No Deposit,0,0,Transient,6e2e70b8
PRT,1,1,No Deposit,0,0,Transient,90cb5c46
PRT,3,3,No Deposit,240,0,Transient,8beb8834
PRT,1,1,No Deposit,0,0,Transient-Party,e3a02022
GBR,1,1,No Deposit,250,0,Transient-Party,6f58d9f7
PRT,1,1,No Deposit,0,0,Transient-Party,1b0b9d01
GBR,1,1,No Deposit,250,0,Transient-Party,26f51003
ESP,4,3,No Deposit,196,0,Transient,433b2408
PRT,1,1,No Deposit,0,0,Transient,8c9f4fe7
GBR,4,3,No Deposit,171,0,Transient,bcf77558
POL,3,3,No Deposit,240,0,Transient-Party,31ad8796
POL,3,3,No Deposit,240,0,Transient,2a4ecb78
GBR,4,3,No Deposit,171,0,Transient,22535b3d
POL,3,3,No Deposit,240,0,Transient-Party,4895b598
GBR,4,3,No Deposit,156,0,Transient,8a423039
PRT,3,3,No Deposit,240,0,Transient,45582f2b
CHE,3,3,No Deposit,240,0,Transient,9cbd5878
PRT,3,3,No Deposit,240,0,Transient,f8d735c7
PRT,3,3,No Deposit,240,0,Transient,faa102a4
PRT,1,1,No Deposit,250,0,Transient,71e3f68d
PRT,3,3,No Deposit,240,0,Transient,0ef15a39
LTU,3,3,No Deposit,240,0,Transient,624705a4
PRT,3,3,Non Refund,240,0,Transient,d2e696aa
PRT,3,3,Non Refund,240,0,Transient,5326556
PRT,3,3,Non Refund,240,0,Transient,15ceac89
PRT,3,3,Non Refund,240,0,Transient,ef348dd7
PRT,3,3,Non Refund,240,0,Transient,033a5137
PRT,3,3,Non Refund,240,0,Transient,f002b277
PRT,3,3,Non Refund,240,0,Transient,6a2d2193
PRT,3,3,Non Refund,240,0,Transient,22185d2b
PRT,3,3,Non Refund,240,0,Transient,01ad9f90
PRT,3,3,Non Refund,240,0,Transient,f140eb20
PRT,3,3,Non Refund,240,0,Transient,d69844ef
PRT,3,3,Non Refund,240,0,Transient,3511b765
PRT,3,3,Non Refund,240,0,Transient,370591f7
PRT,3,3,Non Refund,240,0,Transient,fa23f2de
PRT,3,3,Non Refund,240,0,Transient,3e35bb0c
PRT,3,3,Non Refund,240,0,Transient,bc1365b0
PRT,3,3,Non Refund,240,0,Transient,da2153e7
ESP,4,3,No Deposit,6,0,Transient,b79bfa0a
PRT,3,3,No Deposit,240,0,Transient,1042dde9
PRT,3,3,No Deposit,240,0,Transient,d5d0ecdd
PRT,3,3,No Deposit,240,0,Transient,0528e3fd
ESP,4,3,No Deposit,6,0,Transient,8d174166
ESP,4,3,No Deposit,6,0,Transient,ced807f2
ESP,4,3,No Deposit,196,0,Transient,a528a701
PRT,3,3,No Deposit,240,0,Transient,04929a0d
PRT,3,3,No Deposit,240,0,Transient,d422207b
ESP,3,3,No Deposit,240,0,Transient,fed31c2b
PRT,1,1,No Deposit,250,0,Transient,3870b2c2
GBR,4,3,No Deposit,156,0,Contract,17050e4e
PRT,3,3,No Deposit,240,0,Transient,5622fac1
PRT,3,3,No Deposit,240,0,Transient,4240ed6a
PRT,3,3,No Deposit,240,0,Transient,48e2caca
PRT,3,3,No Deposit,240,0,Transient,9f184d15
ESP,3,3,No Deposit,240,0,Transient,84b81d60
CRI,3,3,No Deposit,241,0,Transient,51d205a2
PRT,1,1,No Deposit,250,0,Transient,4da8de18
CRI,3,3,No Deposit,241,0,Transient,2bb54e49
PRT,1,1,No Deposit,250,0,Transient,a12d1f19
PRT,3,3,No Deposit,240,0,Transient,be2b2866
PRT,3,3,No Deposit,240,0,Transient,6f692d3f
PRT,3,3,No Deposit,240,0,Transient,e3c5ecfa
PRT,3,3,No Deposit,240,0,Transient,d32782c2
PRT,3,3,No Deposit,240,0,Transient,059e070d
PRT,3,3,No Deposit,240,0,Transient,0224c3c5
PRT,3,3,No Deposit,240,0,Transient,2352272
PRT,3,3,No Deposit,240,0,Transient,55383c19
FRA,1,1,No Deposit,0,0,Transient,011b28e7
PRT,3,3,No Deposit,240,0,Transient,ebbb775d
GBR,4,3,No Deposit,36,0,Transient-Party,e36dfa5c
GBR,4,3,No Deposit,36,0,Transient-Party,a65e70f5
GBR,3,3,No Deposit,240,0,Transient,5c752714
PRT,3,3,No Deposit,240,0,Transient,0d9c35e1
GBR,4,3,No Deposit,115,0,Transient,4038280
PRT,1,1,No Deposit,0,0,Transient,c4d541ac
PRT,3,3,No Deposit,240,0,Transient,d11d9652
FRA,3,3,No Deposit,240,0,Transient,7ca615f6
PRT,3,3,No Deposit,240,0,Transient,214e44c6
PRT,3,3,No Deposit,241,0,Transient,3c40cd19
PRT,3,3,No Deposit,240,0,Transient,f575d4fb
PRT,1,1,No Deposit,0,0,Transient,2383289b
PRT,6,3,No Deposit,308,122,Transient-Party,938c3c09
PRT,6,3,No Deposit,308,122,Transient-Party,4350444e
PRT,6,3,No Deposit,308,122,Transient-Party,62d7a6b2
PRT,6,3,No Deposit,308,122,Transient-Party,007a3775
PRT,3,3,No Deposit,240,0,Transient,6913ab2d
PRT,6,3,No Deposit,308,122,Transient-Party,a980e19e
PRT,6,3,No Deposit,308,122,Transient-Party,a0ab5d0f
PRT,6,3,No Deposit,308,122,Transient-Party,84d78e16
PRT,6,3,No Deposit,308,122,Transient-Party,45e2cd2b
PRT,6,3,No Deposit,308,122,Transient-Party,245f5101
PRT,6,3,No Deposit,308,122,Transient-Party,026b0eba
PRT,6,3,No Deposit,308,122,Transient-Party,6bbba17c
PRT,6,3,No Deposit,308,122,Transient-Party,217e135d
PRT,6,3,No Deposit,308,122,Transient-Party,63145b52
PRT,6,3,No Deposit,308,122,Transient-Party,ba5c14cf
PRT,6,3,No Deposit,308,122,Transient-Party,32844f10
PRT,6,3,No Deposit,308,122,Transient-Party,2d4097d6
PRT,6,3,No Deposit,308,122,Transient-Party,a3508a56
PRT,6,3,No Deposit,308,122,Transient-Party,25386d60
PRT,3,3,No Deposit,240,0,Transient,cde634c4
PRT,6,3,No Deposit,308,122,Transient-Party,5512946c
PRT,6,3,No Deposit,308,122,Transient-Party,c5f096d9
PRT,6,3,No Deposit,308,122,Transient-Party,a0ba4894
PRT,6,3,No Deposit,308,122,Transient-Party,53d0c254
PRT,6,3,No Deposit,308,122,Transient-Party,b01481a7
PRT,6,3,No Deposit,308,122,Transient-Party,114c9e1d
PRT,6,3,No Deposit,308,122,Transient-Party,e449f34e
PRT,6,3,No Deposit,308,122,Transient-Party,1aa27d7f
PRT,6,3,No Deposit,308,122,Transient-Party,0a04e5e6
PRT,6,3,No Deposit,308,122,Transient-Party,85e79cbe
PRT,6,3,No Deposit,308,122,Transient-Party,960e94f0
PRT,6,3,No Deposit,308,122,Transient-Party,9a2540fe
PRT,6,3,No Deposit,308,122,Transient-Party,909e58b9
PRT,6,3,No Deposit,308,122,Transient-Party,74b02266
PRT,3,3,No Deposit,240,0,Transient,30318e5d
PRT,1,1,No Deposit,0,0,Transient,031372c1
PRT,6,3,No Deposit,308,122,Transient-Party,1ee8ec08
PRT,1,1,No Deposit,0,0,Transient,0ecce512
PRT,4,3,No Deposit,5,0,Transient,dd715145
PRT,6,3,No Deposit,308,122,Transient-Party,a010c592
PRT,6,3,No Deposit,308,122,Transient-Party,7639b809
PRT,6,3,No Deposit,308,122,Transient-Party,8c6553c4
PRT,6,3,No Deposit,308,122,Transient-Party,70936fcf
PRT,6,3,No Deposit,308,122,Transient-Party,fbe981d9
PRT,6,3,No Deposit,308,122,Transient-Party,4555e625
PRT,6,3,No Deposit,308,122,Transient-Party,9a5df385
PRT,6,3,No Deposit,308,122,Transient-Party,1fedc5a8
PRT,6,3,No Deposit,308,122,Transient-Party,a8efabe3
PRT,6,3,No Deposit,308,122,Transient-Party,1339ab27
PRT,6,3,No Deposit,308,122,Transient-Party,ff237488
PRT,6,3,No Deposit,308,122,Transient-Party,2eb42b90
PRT,6,3,No Deposit,308,122,Transient-Party,de68b807
PRT,6,3,No Deposit,308,122,Transient-Party,1b9956fd
PRT,6,3,No Deposit,308,122,Transient-Party,0828ddbb
PRT,6,3,No Deposit,308,122,Transient-Party,cf55aef5
PRT,6,3,No Deposit,308,122,Transient,e81b48cb
PRT,6,3,No Deposit,308,122,Transient-Party,d627247b
PRT,6,3,No Deposit,308,122,Transient-Party,ecc51915
PRT,6,3,No Deposit,308,122,Transient-Party,19c82ab6
PRT,3,3,No Deposit,240,0,Transient,7f7ac3d7
PRT,6,3,No Deposit,308,122,Transient-Party,9bb039b3
PRT,3,3,No Deposit,240,0,Transient,b4f1edaa
PRT,3,3,No Deposit,240,0,Transient,cbc544ea
PRT,1,1,No Deposit,0,0,Transient,b4f7a958
PRT,1,1,No Deposit,0,0,Transient,26034b27
PRT,1,1,No Deposit,250,0,Transient,45450aa6
PRT,1,1,No Deposit,250,0,Transient,078f5e02
PRT,1,1,No Deposit,250,0,Transient,27884950
PRT,3,3,No Deposit,240,0,Transient,9d5cb7ba
PRT,3,3,No Deposit,240,0,Transient,bc1e5182
PRT,3,3,No Deposit,240,0,Transient,bdb8f4a4
PRT,1,1,No Deposit,250,0,Transient,a8cb46f0
PRT,1,1,No Deposit,0,0,Transient,d8e60569
PRT,3,3,No Deposit,240,0,Transient,2208896f
PRT,4,3,No Deposit,314,0,Transient,3be5c02a
PRT,3,3,No Deposit,240,0,Transient,6f9f978a
PRT,3,3,No Deposit,240,0,Transient,94abe679
PRT,3,3,No Deposit,240,0,Transient,86f5e14a
PRT,3,3,No Deposit,240,0,Transient,d7adc899
PRT,1,1,No Deposit,0,0,Transient,ab937630
PRT,3,3,No Deposit,240,0,Transient,16754951
PRT,1,1,No Deposit,0,0,Transient,cce0e04b
PRT,4,3,No Deposit,5,0,Transient,52987aeb
PRT,1,1,No Deposit,0,0,Transient,cbe3717c
PRT,1,1,No Deposit,0,0,Transient,9a73994e
PRT,1,1,No Deposit,0,0,Transient,1658157d
GBR,4,3,No Deposit,156,0,Transient-Party,a3ed5974
GBR,4,3,No Deposit,156,0,Transient-Party,b6b55b3f
GBR,4,3,No Deposit,156,0,Transient-Party,b8282ab9
PRT,3,3,No Deposit,240,0,Transient,f9cda40a
RUS,3,3,No Deposit,240,0,Transient-Party,b635467f
RUS,3,3,No Deposit,240,0,Transient-Party,fb96fa2c
PRT,3,3,No Deposit,240,0,Transient,dabb5fe4
ARG,3,3,No Deposit,241,0,Transient,4d1a8b0b
PRT,3,3,No Deposit,240,0,Transient,3b3b6369
PRT,3,3,No Deposit,240,0,Transient,d463a444
ARG,3,3,No Deposit,241,0,Transient,e34434fc
PRT,6,1,Non Refund,305,0,Transient,54bd0f09
PRT,6,1,Non Refund,305,0,Transient,10c81801
PRT,6,1,Non Refund,305,0,Transient,a8d044c2
PRT,6,1,Non Refund,305,0,Transient,493bf0ff
PRT,6,1,Non Refund,305,0,Transient,6ec52422
PRT,6,1,Non Refund,305,0,Transient,84ebbb5c
PRT,6,1,Non Refund,305,0,Transient,fc396748
PRT,6,1,Non Refund,305,0,Transient,56cef970
PRT,6,1,Non Refund,305,0,Transient,525a98af
PRT,6,1,Non Refund,305,0,Transient,a94a1c2a
PRT,6,1,Non Refund,305,0,Transient,f07ee751
PRT,6,1,Non Refund,305,0,Transient,93310cf0
PRT,6,1,Non Refund,305,0,Transient,19ae0129
PRT,6,1,Non Refund,305,0,Transient,692a3f31
PRT,6,1,Non Refund,305,0,Transient,15dbf36f
PRT,6,1,Non Refund,305,0,Transient,fffff09d
PRT,6,1,Non Refund,305,0,Transient,e66db50b
PRT,6,1,Non Refund,305,0,Transient,0523c403
PRT,6,1,Non Refund,305,0,Transient,049ce054
PRT,6,1,Non Refund,305,0,Transient,864cf280
PRT,6,1,Non Refund,305,0,Transient,c9c56df4
PRT,6,1,Non Refund,305,0,Transient,8be17352
PRT,6,1,Non Refund,305,0,Transient,73740ab4
PRT,6,1,Non Refund,305,0,Transient,668e1cab
PRT,6,1,Non Refund,305,0,Transient,19eb3bf1
FRA,3,3,No Deposit,240,0,Transient,009e0742
PRT,3,3,No Deposit,240,0,Transient,5d4e5353
PRT,3,3,No Deposit,240,0,Transient,86c80b0a
PRT,3,3,No Deposit,306,0,Transient,4172c308
PRT,3,3,No Deposit,240,0,Transient,e090f480
PRT,6,2,No Deposit,0,0,Transient-Party,59e699e8
PRT,6,2,No Deposit,0,0,Transient-Party,7815503d
PRT,6,2,No Deposit,0,0,Transient-Party,102d4845
PRT,6,2,No Deposit,0,0,Transient-Party,83552002
PRT,6,2,No Deposit,0,0,Transient-Party,68e1a4b3
PRT,3,3,No Deposit,242,0,Transient,c2b27fca
PRT,3,3,No Deposit,240,0,Transient,39a82ff1
PRT,3,3,No Deposit,240,0,Transient,028b56f5
PRT,3,3,No Deposit,240,0,Transient,75849116
PRT,4,3,No Deposit,332,0,Transient,7108ed12
GBR,3,3,No Deposit,240,0,Transient,866c6e01
DEU,3,3,No Deposit,240,0,Transient,f440a1a7
BRA,3,3,No Deposit,240,0,Transient,8eaab9cc
PRT,1,1,No Deposit,250,0,Transient,2b4d3e9a
PRT,1,1,No Deposit,250,0,Transient,af1839f3
PRT,3,3,No Deposit,240,0,Transient,fced2d66
PRT,3,3,No Deposit,240,0,Transient,5ece45cc
PRT,4,3,No Deposit,171,0,Transient,03060c0f
PRT,4,3,No Deposit,156,0,Transient,2ff4eadb
PRT,3,3,No Deposit,240,0,Transient,16bb9024
PRT,3,3,No Deposit,240,0,Transient,6db92f81
PRT,3,3,No Deposit,240,0,Transient,5205b9ac
PRT,4,3,No Deposit,8,0,Transient,6838fdf1
PRT,3,3,No Deposit,240,0,Transient,587cebdd
PRT,4,3,No Deposit,314,0,Transient,c2a0bff5
PRT,3,3,No Deposit,240,0,Transient,d627bcfb
PRT,3,3,No Deposit,240,0,Transient,896e8a9e
IRL,4,3,No Deposit,115,0,Transient,76bbe558
GBR,3,3,No Deposit,240,0,Transient,39f6f3d3
PRT,3,3,No Deposit,240,0,Transient,8a1cc805
PRT,3,3,No Deposit,240,0,Transient,4dcd02f4
PRT,3,3,No Deposit,240,0,Transient,c628aa64
PRT,3,3,No Deposit,240,0,Transient,0102c0ce
PRT,3,3,No Deposit,240,0,Transient,ff242132
PRT,3,3,No Deposit,240,0,Transient,5af94062
PRT,3,3,No Deposit,242,0,Transient,1c5dc0a6
PRT,3,3,No Deposit,240,0,Transient,c950fffb
DEU,4,3,No Deposit,171,0,Transient,19c1c351
PRT,3,3,No Deposit,240,0,Transient,f086b008
PRT,3,3,No Deposit,240,0,Transient,a3a89a2d
PRT,1,1,No Deposit,0,0,Transient,2b1c98f6
PRT,3,3,No Deposit,242,0,Transient,50d02b25
PRT,3,3,No Deposit,242,0,Transient,db82bf85
GBR,4,3,No Deposit,314,0,Contract,0380d861
PRT,4,3,No Deposit,171,0,Transient,3830ba15
PRT,4,3,No Deposit,8,0,Transient,b7523e15
PRT,3,3,No Deposit,242,0,Transient,63c6c6d9
PRT,3,3,No Deposit,240,0,Transient,3651197e
PRT,3,3,No Deposit,240,0,Transient,06043e0c
PRT,3,3,No Deposit,240,0,Transient,346b6574
USA,1,1,No Deposit,0,0,Transient,d0abcbf4
PRT,1,1,No Deposit,0,0,Transient-Party,4c3b7359
PRT,3,3,No Deposit,240,0,Transient,fb9c9089
PRT,3,3,No Deposit,240,0,Transient,bc9db07e
PRT,3,3,No Deposit,241,0,Transient,e1a6f781
PRT,3,3,No Deposit,240,0,Transient,051b9249
PRT,3,3,No Deposit,240,0,Transient,4df2f4fa
PRT,5,3,No Deposit,15,0,Transient,4a10ddee
PRT,3,3,No Deposit,240,0,Transient,97695176
PRT,3,3,No Deposit,240,0,Transient,1365eff8
PRT,2,2,No Deposit,0,0,Transient,70603123
PRT,3,3,No Deposit,240,0,Transient,d3cb7b62
PRT,3,3,No Deposit,240,0,Transient,e3ea786a
